Base License Number,Base Name,DBA,Year,Month,Month Name,Date,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles,,
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2021,7,July,July-2021,4267,0,25,,
B02061,ROYAL COACHMAN LTD.,,2017,9,September,September-2017,64,0,12,,
B03184,COOP CAR CARE INC,,2019,11,November,November-2019,47,0,3,,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2020,1,January,January-2020,1916,0,63,,
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2019,11,November,November-2019,631,0,10,,
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2019,8,August,August-2019,2953,0,20,,
B00446,COMMUNICAR INCORPORATED,,2017,1,January,January-2017,4860,0,117,,
B02651,SAROS TRANSPORTATION GROUP INC.,,2017,2,February,February-2017,267,0,16,,
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2019,8,August,August-2019,44,0,6,,
B02903,JFK LUXURY LIMOUSINE INC,,2016,6,June,June-2016,33,0,18,,
B02803,OUTSIDE'S CAR SERVICE INC.,,2019,6,June,June-2019,8272,0,46,,
B01970,GRAFE STREET SERVICE CORP.,,2019,7,July,July-2019,348,0,5,,
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2019,12,December,December-2019,762,0,11,,
B00446,COMMUNICAR INCORPORATED,,2019,10,October,October-2019,3513,0,78,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2021,4,April,April-2021,3754,0,19,,
B02252,ASIANA LIMOUSINE INC.,,2017,7,July,July-2017,19,0,3,,
B02200,BCL NETWORK LLC,,2017,6,June,June-2017,352,0,12,,
B00310,WATSON CAR SERVICE INC.,,2017,2,February,February-2017,36703,0,195,,
B03023,HERMANY LIMO TRANSPORTATION LLC,,2019,7,July,July-2019,319,0,5,,
B01341,A NEW DAY RAD DISP INC,,2018,3,March,March-2018,4084,0,26,,
B02814,BELL LX INC,,2020,8,August,August-2020,4256,0,26,,
B01492,MOBILE #1 CAR SERVICE INC.,,2018,1,January,January-2018,56,0,7,,
B00296,PRIME TIME TRANS. INC,,2022,1,January,January-2022,181,0,84,,
B00477,INTA-BORO ACRES INC,,2022,3,March,March-2022,2812,0,60,,
B02809,NBT TRANSPORTATION INC,,2016,4,April,April-2016,805,0,8,,
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2019,8,August,August-2019,21,0,18,,
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2020,8,August,August-2020,988,0,19,,
B01436,NEW PRONTO TRANSP INC,,2021,6,June,June-2021,142,0,3,,
B03052,PROGRESIVE LIMOS INC.,,2017,8,August,August-2017,3,0,3,,
B00856,BEE-BEE CAR SERVICE INC.,,2020,6,June,June-2020,34250,0,167,,
B02924,CELEBRITY LUXURY INC.,,2018,3,March,March-2018,5818,0,47,,
B01467,NEW EXPERIENCE #1 INC,,2018,1,January,January-2018,8094,0,41,,
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2017,12,December,December-2017,80,0,6,,
B01280,BENSONHURST RIDE INC.,,2017,5,May,May-2017,5982,0,30,,
B01145,ULTRA RADIO DISP INC,,2021,12,December,December-2021,30696,0,165,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2016,4,April,April-2016,601,0,12,,
B02917,C & A BLACK CAR CORP.,,2019,1,January,January-2019,315,0,28,,
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2015,11,November,November-2015,1929,0,13,,
b00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2015,9,September,September-2015,4357,0,26,,
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2018,4,April,April-2018,428,0,21,,
B01877,U.S.A. LIMO. INC.,BLUE LINE,2018,10,October,October-2018,6110,0,144,,
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2019,3,March,March-2019,71,0,34,,
B02762,SHOWTIME TRANSPORTATION CORP.,,2020,5,May,May-2020,947,0,16,,
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2017,11,November,November-2017,476,0,12,,
B02016,PLANET LIMOUSINE LLC,,2017,10,October,October-2017,2013,0,37,,
B02401,NORTHSIDE BK LLC,,2022,1,January,January-2022,1781,0,34,,
B02432,VIAMAX SERVICE STATION & CAR SERVICE CORP,,2015,5,May,May-2015,272,0,5,,
B00472,FARRELL'S LEASING CO.,,2020,6,June,June-2020,83,0,9,,
B01244,MASADA II C/L SVC INC,,2017,2,February,February-2017,1338,0,7,,
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2017,6,June,June-2017,485,0,24,,
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2015,5,May,May-2015,7472,0,23,,
B02967,ABIEL TRANSPORTATION CORP,,2020,2,February,February-2020,88,0,3,,
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2021,6,June,June-2021,5310,0,28,,
B01469,"BROTHERS CAR SERVICE, INC.",,2017,10,October,October-2017,4939,0,50,,
B00556,SURREY CADILLAC LIMO SVC INC,,2018,10,October,October-2018,654,0,19,,
B00628,"CONCORD LIMOUSINE 1, LLC",,2016,3,March,March-2016,18372,0,398,,
B02316,"AJAY CAR SERVICE, LLC.",,2015,11,November,November-2015,1701,0,28,,
B02637,ROOSEVELT CAR & LIMO INC.,,2020,2,February,February-2020,199,0,6,,
B01454,FREEDOM LIMO & CAR SERVICE,,2017,10,October,October-2017,12001,0,60,,
B02892,SEAMAN EXPRESS CORP.,,2018,8,August,August-2018,34,0,11,,
B02557,185 MALTA CAR SERVICE LLC,,2019,9,September,September-2019,763,0,16,,
B01194,440 CAR SERVICE INC.,,2016,10,October,October-2016,9287,0,41,,
B02787,SEMPERIDE LLC,,2017,2,February,February-2017,39,0,9,,
B01625,GLOBE CAR SERVICE INC,,2019,7,July,July-2019,1223,0,5,,
B01066,DOMINICANA RAD DISP INC,,2017,3,March,March-2017,17596,0,85,,
B01751,CONCORDE EXP OF N.Y. INC,,2016,11,November,November-2016,3881,0,11,,
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2016,10,October,October-2016,168,0,11,,
B03055,EXPLORER EXPRESS INC,,2021,8,August,August-2021,1237,0,9,,
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2018,8,August,August-2018,1516,0,5,,
B02956,W.K.EXPRESS LIMO SERVICE INC,,2021,10,October,October-2021,18,0,4,,
B02546,X RADIO DISPATCHER INC.,,2017,7,July,July-2017,25459,0,150,,
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2019,3,March,March-2019,437,0,4,,
B00937,RIVERSIDE RADIO DISPATCHER,,2019,5,May,May-2019,27995,0,134,,
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2017,9,September,September-2017,8866,0,114,,
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2020,2,February,February-2020,2108,0,95,,
B01970,GRAFE STREET SERVICE CORP.,,2015,10,October,October-2015,262,0,13,,
B02148,MAVRIK TRANS INC.,,2015,6,June,June-2015,776,0,47,,
B02173,ADMIRE LLP LLC,,2021,4,April,April-2021,57,0,8,,
B02924,CELEBRITY LUXURY INC.,,2022,1,January,January-2022,11,0,7,,
B01013,AMERICANA TRANSPORTATION LLC,,2021,8,August,August-2021,1027,0,6,,
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2018,11,November,November-2018,1115,0,9,,
B00350,CHAMPION CAR & LIMO SVC. INC.,,2016,10,October,October-2016,10335,0,49,,
B01984,NY 88 EXPRESS CORP.,,2022,2,February,February-2022,6838,0,70,,
B03145,YERZ CAR INC.,,2021,2,February,February-2021,45,0,1,,
B01721,W.K. CAR & LIMO SERVICE INC,,2015,12,December,December-2015,9346,0,56,,
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2015,12,December,December-2015,2661,0,19,,
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2021,3,March,March-2021,9,0,2,,
B02496,MAHAICA EXPRESS SERVICE INC.,,2016,10,October,October-2016,2,0,1,,
B01559,MUNKACS CAR SVC LTD,,2015,11,November,November-2015,6645,0,21,,
B01061,DAT RADIO DISP INC,,2019,2,February,February-2019,27958,0,130,,
B01537,S.I. SPEED INC.,,2019,10,October,October-2019,2777,0,8,,
B00608,SUMMIT CORPORATE CAR INC.,,2022,2,February,February-2022,486,0,130,,
B02315,LA MORENITA CAR LIMO SERVICE INC,,2016,5,May,May-2016,9419,0,63,,
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2017,8,August,August-2017,302,0,3,,
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2021,2,February,February-2021,3411,0,25,,
B00888,ACE C/L SVCE INC,,2020,6,June,June-2020,113,0,28,,
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,12,December,December-2018,797,0,26,,
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2017,8,August,August-2017,136,0,8,,
B02811,M.L TRIPS CORP.,,2017,7,July,July-2017,908,0,34,,
B02311,FAST CITY CAR & LIMO SVC INC.,,2022,1,January,January-2022,1542,0,20,,
B03056,INSPIRATION GROUP INC,,2017,9,September,September-2017,1441,0,41,,
B02795,LIMO SEVEN TRANSPORTATION INC,,2018,10,October,October-2018,2952,0,13,,
B02167,MADISON LIMOUSINE INC,,2016,5,May,May-2016,92,0,8,,
B02727,OSCAR LIMOUSINE INC,,2015,9,September,September-2015,190,0,7,,
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2018,10,October,October-2018,12,0,1,,
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2021,6,June,June-2021,288,0,6,,
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2019,8,August,August-2019,252,0,4,,
B01984,NY 88 EXPRESS CORP.,,2021,12,December,December-2021,10072,0,76,,
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2019,12,December,December-2019,1875,0,66,,
B03213,PRIMARY TRANSPORTATION CORP,,2020,6,June,June-2020,67,0,1,,
B03012,MEGA LIMO SERVICES INC.,,2018,2,February,February-2018,1835,0,10,,
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,6,June,June-2018,628,0,39,,
B01300,KENNEDY RAD DISP INC,,2020,9,September,September-2020,3925,0,32,,
B00111,SKYLINE CREDIT RIDE INC,,2018,10,October,October-2018,15432,0,266,,
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2018,11,November,November-2018,3359,0,13,,
B02447,LUIGI MEMO INC.,VIEW,2017,9,September,September-2017,35,0,19,,
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2019,6,June,June-2019,470,0,4,,
B02037,KINGSDALE DISPATCH INC,,2015,9,September,September-2015,2757,0,15,,
B02860,EVERY WHERE LIMO SERVICE INC.,,2017,12,December,December-2017,36,0,1,,
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2017,6,June,June-2017,874,0,8,,
B02389,"EMBARQUE N.Y., INC.",,2017,5,May,May-2017,866,0,9,,
B01341,A NEW DAY RAD DISP INC,,2015,10,October,October-2015,18520,0,135,,
B03020,5J TRANSPORTATION INC.,,2019,4,April,April-2019,1371,0,10,,
B00151,KINGSBAY CAR SERVICE INC,,2020,7,July,July-2020,7,0,6,,
B00727,RECHEV OF BROOKLYN INC,,2017,1,January,January-2017,1521,0,6,,
B00030,TREMONT DISPATCHING CORP,,2015,6,June,June-2015,3294,0,40,,
B01398,ALEX EXP C/L INC,,2015,10,October,October-2015,21,0,4,,
B01452,AREAS TRANSP INC,,2019,8,August,August-2019,4863,0,12,,
B02182,"FINEST CAR SERVICE, LLC",,2020,10,October,October-2020,5906,0,78,,
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2019,11,November,November-2019,2378,0,22,,
B00449,A KINGS HWY C/S INC.,,2017,3,March,March-2017,6177,0,21,,
B01312,BROOKLYN RAD DISP INC,,2018,8,August,August-2018,4213,56,26,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2015,3,March,March-2015,7231,0,98,,
B00727,RECHEV OF BROOKLYN INC,,2018,1,January,January-2018,2167,0,7,,
B01233,NEW LACONIA RAD DISP INC,,2021,4,April,April-2021,6134,0,28,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2019,4,April,April-2019,2993,0,34,,
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2018,9,September,September-2018,2750,0,17,,
B02148,MAVRIK TRANS INC.,,2020,9,September,September-2020,121,0,9,,
B00381,BELL RADIO INC,,2017,12,December,December-2017,4505,0,106,,
B02022,GOLD SEAL CAR & LIMO INC.,,2016,4,April,April-2016,1244,0,27,,
B03016,BEST DEAL BLACK INC.,,2017,9,September,September-2017,5,0,2,,
B01282,NEW LOTS C/S INC,,2018,8,August,August-2018,22053,0,62,,
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2020,3,March,March-2020,185,0,3,,
B03031,ALLIANCE LIMOUSINE INC,,2019,8,August,August-2019,74,0,8,,
B01768,NEW SUPERIOR RADIO GRP CORP,,2020,10,October,October-2020,1381,0,17,,
B01469,"BROTHERS CAR SERVICE, INC.",,2018,6,June,June-2018,6089,0,44,,
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2017,2,February,February-2017,19149,0,105,,
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2018,7,July,July-2018,13577,0,65,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2020,1,January,January-2020,2010,0,53,,
B02975,LI YANG LIMOUSINE INC,,2017,8,August,August-2017,2008,0,21,,
B01233,NEW LACONIA RAD DISP INC,,2019,5,May,May-2019,6157,0,36,,
B02594,FENIX MOBILE DISPATCHERS LTD,,2017,12,December,December-2017,1501,0,5,,
B03144,JUST A MOMENT CAR SERVICE INC,,2020,4,April,April-2020,69,0,6,,
B00882,U N C CAR & LIMO SERVICE,,2017,7,July,July-2017,203,0,9,,
B00095,LIBERTY CAR SERVICE INC.,,2020,6,June,June-2020,659,0,4,,
B03147,H H CAR SERVICE INC,,2021,1,January,January-2021,757,0,12,,
B01338,3210 WEBSTER AV PRESTIGE C/S,,2015,10,October,October-2015,74438,0,658,,
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2016,3,March,March-2016,13372,0,72,,
B00837,CAREY LIMO N Y INC,,2015,2,February,February-2015,11425,0,234,,
B00888,ACE C/L SVCE INC,,2019,4,April,April-2019,1286,0,36,,
B03186,ONE STOP RIDE LLC,,2019,10,October,October-2019,236,0,7,,
B01311,DISCOUNT CAR SVCE,,2020,2,February,February-2020,942,0,10,,
B02709,DASH CAR SERVICE CORP,,2017,9,September,September-2017,1003,368,3,,
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2022,3,March,March-2022,311,0,1,,
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2016,8,August,August-2016,1869,0,13,,
B02611,SS LIMOUSINE SERVICE INC,,2017,5,May,May-2017,58,0,5,,
B01315,"V.I.T. CAR SERVICE, INC.",,2016,12,December,December-2016,32738,0,141,,
B01282,NEW LOTS C/S INC,,2016,11,November,November-2016,21394,0,76,,
B02144,"SILVER STAR LIMOUSINES, INC.",,2020,9,September,September-2020,157,0,4,,
B00170,EMUNAH CAR SERVICE INC,,2018,11,November,November-2018,1030,0,4,,
B00037,TRANSP UNLIMITED C/S,,2018,3,March,March-2018,7967,0,29,,
B01626,LA NUEVA QUISQUEYA C/S INC,,2022,3,March,March-2022,10981,0,50,,
B02717,ZOOM CAR SERVICE INC.,,2016,2,February,February-2016,1221,0,4,,
B02793,SEAVIEW ISLAND CAR SERVICE,,2017,3,March,March-2017,1496,0,9,,
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2016,2,February,February-2016,6999,0,33,,
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2019,8,August,August-2019,1772,0,21,,
B02782,NEW APP CAR & LIMO INC,,2019,1,January,January-2019,2445,0,27,,
B01312,BROOKLYN RAD DISP INC,,2017,7,July,July-2017,4257,0,167,,
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2016,1,January,January-2016,19214,0,107,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2016,2,February,February-2016,3548,0,38,,
B02784,SMILE TRANSPORTATION GROUP INC,,2019,7,July,July-2019,5753,0,42,,
B01341,A NEW DAY RAD DISP INC,,2019,2,February,February-2019,1720,0,16,,
B00556,SURREY CADILLAC LIMO SVC INC,,2019,7,July,July-2019,428,0,15,,
B00889,MEXICANA CAR SERVICE INC.,,2017,4,April,April-2017,16857,0,66,,
B02901,GALLANT LUXURY SERVICE CORP.,,2020,11,November,November-2020,537,0,5,,
B02994,99 CAR SERVICES INC.,,2018,4,April,April-2018,126,0,3,,
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2019,4,April,April-2019,90,0,5,,
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2021,2,February,February-2021,4164,0,12,,
B02694,CITY LIMOUSINE TRANSPORTATION INC.,,2016,8,August,August-2016,296,0,12,,
B01454,FREEDOM LIMO & CAR SERVICE,,2016,5,May,May-2016,18997,0,75,,
B03113,MIKE'S VIP TRANSPORTATION INC.,,2021,9,September,September-2021,270,0,19,,
B03177,BERNICE SERVICES INC,,2020,11,November,November-2020,615,0,9,,
B00882,UNC CAR & LIMO SERVICE,,2021,7,July,July-2021,2537,0,26,,
B03286,"MITA LIMOUSINE, INC.",,2022,2,February,February-2022,141,0,11,,
B00056,TRANSIT PRIVATE CAR SERVICE INC.,,2021,7,July,July-2021,255,0,8,,
B03256,JETSET TRANSPORTATION CORP.,,2021,4,April,April-2021,319,0,9,,
B02637,ROOSEVELT CAR & LIMO INC.,,2018,6,June,June-2018,13,0,4,,
B02470,VAHANA INC.,,2017,8,August,August-2017,435,0,13,,
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2016,12,December,December-2016,1661,0,20,,
B01215,ECUADOOR CORP,,2019,5,May,May-2019,5587,0,26,,
B00272,BIG APPLE CAR INC,,2019,3,March,March-2019,2232,0,84,,
B02717,ZOOM CAR SERVICE INC.,,2017,10,October,October-2017,1995,0,9,,
B01808,OLD TOWN CARS CORP,DELTA CARS,2015,8,August,August-2015,1238,0,10,,
B00222,"REYNO CAR SVC, INC.",,2017,3,March,March-2017,3750,0,22,,
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2021,12,December,December-2021,251,0,98,,
B00448,DIAL CAR INC.,,2018,9,September,September-2018,5722,0,155,,
B00932,NATASHAS GRP CAR CORP,,2022,1,January,January-2022,1100,0,4,,
B01537,S.I. SPEED INC.,,2016,4,April,April-2016,4228,0,27,,
B01364,NY ATLIXCO CAR SERVICE INC,,2018,3,March,March-2018,3227,0,23,,
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,10,October,October-2018,3593,0,23,,
B03284,MYLE WORLDWIDE INC,,2021,9,September,September-2021,9701,0,184,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2020,8,August,August-2020,3257,0,18,,
B03205,NORWOOD TRANSPORTATION INC,,2019,11,November,November-2019,717,0,9,,
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2020,1,January,January-2020,553,0,11,,
B02724,"CORE CAR, INC",,2022,3,March,March-2022,241,0,23,,
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2019,2,February,February-2019,26791,0,152,,
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,8,August,August-2020,309,0,15,,
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2016,7,July,July-2016,4124,0,25,,
B02790,"LAN TIAN CAR SERVICE, INC",,2018,4,April,April-2018,4,0,1,,
B02093,V.J. CAR & LIMO SVC INC.,,2016,10,October,October-2016,3335,0,5,,
B01444,REGO PARK EXPRESS INC.,,2020,7,July,July-2020,757,0,7,,
B02838,THA MAYA CAR SERVICE INC,,2015,12,December,December-2015,436,0,8,,
B00459,910 CAR SERVICE INC,,2017,11,November,November-2017,7886,0,48,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2018,4,April,April-2018,2988,0,14,,
B02110,"OPTIMUM CAR & LIMO, INC.",,2018,3,March,March-2018,995,0,5,,
B02657,MALCOLM LIMO EXPRESS CORP.,,2018,10,October,October-2018,5695,0,43,,
B00160,JAFFA CAR & LIMO SVC INC,,2019,8,August,August-2019,2424,0,14,,
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,1,January,January-2018,83,0,2,,
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2015,11,November,November-2015,19235,0,272,,
B01525,NORTHSIDE BK LLC,,2019,8,August,August-2019,352,0,3,,
B02738,EXPLORER CAR SERVICE INC.,,2022,1,January,January-2022,450,0,4,,
b00855,MAGNIFICENT 7'S ENTP INC,,2017,6,June,June-2017,379,0,4,,
B03262,ROYALTY FAMILY CORP,,2020,12,December,December-2020,104,0,7,,
B02037,KINGSDALE DISPATCH INC,,2021,7,July,July-2021,558,0,4,,
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2021,11,November,November-2021,551,0,4,,
B03131,HYTCH HOLDING LLC,,2018,11,November,November-2018,19,0,15,,
B02557,185 MALTA CAR SERVICE LLC,,2021,5,May,May-2021,3020,0,17,,
B01928,DISCOVER LIMO INC,INFINITY LIMO,2017,9,September,September-2017,42,0,10,,
B03032,A & S LIMOUSINE SERVICE CORP,,2021,8,August,August-2021,169,0,4,,
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2018,2,February,February-2018,990,0,30,,
B02508,"DISPATCH CENTRAL, INC.",,2017,3,March,March-2017,52,0,6,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2018,2,February,February-2018,8112,0,41,,
B01424,EAGLE CAR & LIMO LTD.,,2020,8,August,August-2020,122,0,2,,
B00727,RECHEV OF BROOKLYN INC,,2020,8,August,August-2020,169,0,5,,
B01625,GLOBE CAR SERVICE INC,,2019,6,June,June-2019,1376,0,4,,
B00552,HINO-MARU ENTERPRISES INC.,,2020,2,February,February-2020,56,0,16,,
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2020,12,December,December-2020,3220,0,12,,
B01467,NEW EXPERIENCE #1 INC,,2019,11,November,November-2019,5668,0,51,,
B02929,OTTOMAN TRANSPORTATION INC.,,2020,12,December,December-2020,550,0,6,,
B01811,IVOIRE LIMO INC.,,2018,12,December,December-2018,1095,0,29,,
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2020,3,March,March-2020,194,0,11,,
B00556,SURREY CADILLAC LIMO SVC INC,,2022,1,January,January-2022,233,0,10,,
B01559,MUNKACS CAR SVC LTD,,2015,12,December,December-2015,7606,0,22,,
B02273,BENI'S LIMOUSINE SERVICE INC,,2021,3,March,March-2021,1,0,1,,
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2017,4,April,April-2017,1354,0,10,,
B02747,LEGEND LUXURY LIMO INC.,,2019,9,September,September-2019,306,0,50,,
B00170,EMUNAH CAR SERVICE INC,,2015,6,June,June-2015,1279,0,8,,
B02670,STRIDE TRANSPORTATION INC.,,2021,7,July,July-2021,476,0,30,,
b01244,MASADA II C/L SVC INC,,2016,8,August,August-2016,1955,0,7,,
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2015,9,September,September-2015,8474,0,158,,
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2016,4,April,April-2016,14246,0,146,,
B00597,WAKEFIELD LSG MAINT CORP,,2019,12,December,December-2019,885,0,10,,
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2018,4,April,April-2018,5999,0,40,,
B02298,NYG LIMOUSINE LLC,,2018,12,December,December-2018,900,0,28,,
B03226,PAXXIA LUXURY CORP.,,2020,12,December,December-2020,397,0,8,,
B03164,KISS LUXURY TRANSPORTATION INC.,,2019,5,May,May-2019,2496,0,12,,
B01452,AREAS TRANSP INC,,2016,2,February,February-2016,4325,0,18,,
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,3,March,March-2020,3346,0,22,,
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2019,9,September,September-2019,3043,0,66,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2022,1,January,January-2022,47,0,4,,
B01626,LA NUEVA QUISQUEYA C/S INC,,2016,6,June,June-2016,41507,0,156,,
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2017,6,June,June-2017,2073,0,4,,
B02979,ADVANTAGE LIMO OF NY INC.,,2017,12,December,December-2017,849,0,3,,
B00013,LOVE CORPORATE CAR INC,,2018,12,December,December-2018,2592,0,94,,
B02107,APOLLO RADIO DISPATCH INC.,,2018,9,September,September-2018,5917,26,52,,
B03074,BLACKBIRD WORLDWIDE CORP,,2018,2,February,February-2018,566,0,15,,
B02566,GSL LIMOUSINES CORP.,,2020,6,June,June-2020,94,0,4,,
B02021,EASYRIDE CAR SERVICE INC.,,2016,2,February,February-2016,2160,0,11,,
B02787,SEMPERIDE LLC,,2015,7,July,July-2015,35,0,11,,
B02797,CJ LIMOUSINE LLC,,2017,11,November,November-2017,446,0,11,,
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2021,8,August,August-2021,213,0,36,,
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2016,5,May,May-2016,1823,0,10,,
B03060,EASTLAND BLACK CARS CORP,,2020,12,December,December-2020,8587,0,39,,
B01432,TOVAR TRANSPORTATION INC,,2017,7,July,July-2017,4003,0,20,,
B02145,NEW 2020 CAR SERVICE INC,,2017,5,May,May-2017,1786,0,14,,
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2019,10,October,October-2019,111,0,8,,
B01998,FIRST CORPORATE SEDANS INC.,,2016,11,November,November-2016,9292,0,288,,
B01326,DEBORAH C/L SVC INC,,2017,7,July,July-2017,1315,0,27,,
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2021,2,February,February-2021,282,0,6,,
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2017,9,September,September-2017,28810,0,597,,
B02702,NEW SAFARI CAR & LIMO INC.,,2016,8,August,August-2016,143,0,1,,
B01625,GLOBE CAR SERVICE INC,,2015,8,August,August-2015,3066,0,10,,
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2021,3,March,March-2021,2504,0,34,,
B01343,ALL PEOPLE CAR SERVICE INC.,,2019,3,March,March-2019,702,0,6,,
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2018,12,December,December-2018,270,0,11,,
B00030,TREMONT DISPATCHING CORP,,2015,5,May,May-2015,3437,0,40,,
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2017,8,August,August-2017,1810,0,7,,
B03062,BQN VOUCHER INC,,2019,11,November,November-2019,1194,0,8,,
B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,2017,2,February,February-2017,213,0,1,,
B01311,DISCOUNT CAR SVCE,,2020,1,January,January-2020,926,0,10,,
B02107,APOLLO RADIO DISPATCH INC.,,2016,8,August,August-2016,14162,0,114,,
B03128,RIDE SMART CORP.,,2021,4,April,April-2021,2834,0,9,,
